0.25.3,Thu Jul 16 18:20:38 2026,,,,,,,,,,,,,
id,class,name,pretty_name,ergonomics,weight,horizontal_recoil,vertical_recoil,magazine_capacity,barrel_deviation,bullet_damage,bullet_velocity,buck_barrel_deviation,fire_rate,price
,,gt_24_1/2,Gryphon Tactical 24-1/2,-1,0.04,1,1,,0.1,0,10,,,1000
,,i_24_14_ta,Infinite 24mm-1/2mm,-1,0.06,0,2,,0.1,0,10,,,1000
,,tsniitochmash_pbs_4_5.45x39_suppressor,TochMash PBS-4 5.45x39,-5,0.32,-14,-18,,-0.2,0.16,100,,,2000
,,hexagon_545,Hex. Tactical 5.45,-4,0.3,-16,-15,,-0.15,0.12,90,,,2000
,,hexagon_dtkp_ak74_5.45x39_suppressor,Hex Tactical DTKP AK74 5.45x39,-3,0.27,-17,-13,,-0.1,0.1,70,,,3000
,,hexagon_dtkp_ak12_5.45x39_suppressor,Hex Tactical DTKP AK12 5.45x39,-3,0.28,-17,-13,,-0.1,0.1,70,,,3000
,,hexagon_dtkp_ak74_shortened_5.45x39_suppressor,Hex Tactical DTKP AK74 Shortened 5.45x39,-2,0.22,-16,-12,,-0.05,0.06,50,,,3500
,,hexagon_dtkp_ak12_shortened_5.45x39_suppressor,Hex Tactical DTKP AK12 Shortened 5.45x39,-2,0.23,-16,-12,,-0.05,0.06,50,,,3500
,,veles_dtk_1_muzzle_brake,Veles DTK-1,-2,0.1,-17,-14,,0.15,0,20,,,1000
,ak_handguard_top_cover,,,,,,,,,,,,,
,,kazarov_ak74_wooden_6p20_sb6_upper_handguard,Kazarov AK-74 Wooden 6P20 Sb.6,0,0.05,-1,-1,,,,,,,0
,,kazarov_akm_wooden_6p1_sb6_1_upper_handguard,Kazarov AKM Wooden 6P1 Sb.6-1,0,0.05,-1,-1,,,,,,,0
,,caf_wasr_10_63_wooden_upper_piece,Wooden CAF WASR 10-63 Upper Piece,0,0.05,-1,-1,,,,,,,200
,,khyber_customs_swiss_cheese_grater,Khyber Customs Swiss Cheese Grater Upper Handguard,-1,0.03,-2,-1,,,,,,,400
,,northeast_industries_ak74_gen1_railed_topcover,Northeast Industries AK74 Handguard Railed Top Cover,0,0.06,-1,-2,,,,,,,750
,,northeast_industries_ak74_gen1_t1_mount_topcover,Northeast Industries AK74 Handguard T1 Mount Top Cover,-3,0.06,-1,-2,,,,,,,750
,,northeast_industries_ak74_gen1_30mm_topcover,Northeast Industries AK74 Handguard 30mm Mount Top Cover,-3,0.09,-1,-2,,,,,,,750
,,magtap_ak_moe_top_cover,AK Magtap MOE,1,0.04,-0.5,0,,,,,,,500
,,veles_b_31s_gen1_rail_mount,Veles B-31S Gen 1 Rail Mount,0,0.1,-2,-2,,,,,,,1000
,,veles_b_19_rail_mount,Veles B-19 Rail Mount,0,0.08,-1.5,-2,,,,,,,750
,,veles_b_19n_rail_mount,Veles B-19N Rail Mount,0,0.06,-1,-2,,,,,,,800
,,veles_b_31_leader_rail_mount,"Veles ""Leader"" Rail Mount",1,0.13,-3,-1,,,,,,,1600
,,6p20_polymer_sb9_upper_piece,AK74 Std. Polymer 6P20 Sb.9 Upper Piece,0,0.03,0,-1,,,,,,,300
,,veles_b_32_klassika_rail_mount,"Veles B-32 Klassika Extra Long ""Space Blaster"" Rail Mount",-3,0.23,-3,-4,,,,,,,2000
,,veles_b_31lv_sport_rail_mount,"Veles B-31LV ""Sport"" Rail Mount",1,0.14,-2,-3,,,,,,,1200
,,northeast_industries_alpha_ak_series_6inch_mlok_upper_handguard,Northeast Industries ALPHA AK Series 6 Inch MLOK Upper,0,0.04,-2,0,,,,,,,800
,,northeast_industries_alpha_ak_series_10inch_mlok_upper_handguard,Northeast Industries ALPHA AK Series 10 Inch MLOK Upper,0,0.07,-2,-1,,,,,,,800
,,5.45_design_aggressor_ak_upper_handguard,"5.45 DESIGN ""Aggressor"" AK Upper Handguard",0,0.07,-1,-2,,,,,,,0
,,5.45_design_aggressor_ak_handguard_rails,"5.45 DESIGN ""Aggressor"" AK Handguard",0,0.13,-2,-2,,,,,,,0
,ak_carbine_hanguard_top_cover,,,,,,,,,,,,,
,,kazarov_aks74u_wooden_6p26_sb6_upper_handguard,Kazarov AKS-74U Wooden 6P26 Sb.6,0,0.04,-1,-1,,,,,,,0
,ak_grip,,,,,,,,,,,,,
,,veles_rk3_ak_pistol_grip,Veles RK-3 AK,7,0.11,-5,-2,,,,,,,1000
,,ak12_gen1_pistol_grip,AK-12 Gen 1,5,0.1,-6,-3,,,,,,,800
,,kazarov_ak74_bakelite_6p4_sb8v,Kazarov AK-74 Bakelite 6p4 Sb.8v,4,0.09,-4,-4,,,,,,,0
,,ss_apex_ak_ar15_adapter,StarSurp APEX AK AR-15 Grip adapter,-1,0.03,,,,,,,,,1500
,,kazarov_ak74_polymer_6p1_sb8,Kazarov AK-74 Polymer 6p1 Sb.8,4,0.07,-4,-4,,,,,,,300
,,mg47,KGB MG-47,5,0.05,-3,-5,,,,,,,750
,,kazarov_pp-19-01_vityaz_pistol_grip,Kazarov PP-19-01 Vityaz Polymer,6,0.09,-4,-4,,,,,,,300
,,us_pine_ak_pistol_grip,US Pine AK,6,0.08,-3,-5,,,,,,,900
,,magtap_moe_k2_ak_pistol_grip,Magtap MOE-K2 AK,7,0.1,-4,-3,,,,,,,800
,ak_handguard_retainer,,,,,,,,,,,,,
,,kazarov_ak_handguard_retainer,Kazarov AK-74,1,0.01,,,,,,,,,0
,ak_carbine_hanguard_retainer,,,,,,,,,,,,,
,,kazarov_aks74u_handguard_retainer,Kazarov AKS-74U,1,0.01,,,,,,,,,
,ak_handguard,,,,,,,,,,,,,
,,caf_wasr_10_63_wooden_bottom_handguard,Wooden CAF WASR 10-63 Bottom,13,0.2,-9,-12,,,,,,,300
,,tdiarms_ak_akm_l_lower_handguard,TDI Arms AKM-L,12,0.09,-6,-5,,,,,,,1000
,,northeast_industries_ak74_extended_gen1_handguard,Northeast Industries AK74 Extended Gen 1,7,0.24,-10,-12,,,,,,,1600
,,northeast_industries_ak74_gen1_handguard,Northeast Industries AK74 Gen 1,10,0.17,-7,-9,,,,,,,1200
,,magtap_ak_zhukov_u_lower_handguard,AK Magtap ZHUKOV-U,16,0.3,-4,-6,,,,,,,1500
,,5.45_design_aggressor_ak_lower_handguard,"5.45 DESIGN ""Aggressor"" AK Lower",8,0.11,-5,-11,,,,,,,3000
,,kazarov_ak74_wooden_6p20_sb6_lower_handguard,Kazarov AK-74 Wooden 6P20 Sb.6,15,0.12,-7,-9,,,,,,,0
,,kazarov_akm_wooden_6p1_sb6_1_lower_handguard,Kazarov AKM Wooden 6P1 Sb.6-1,15,0.12,-7,-9,,,,,,,0
,,veles_b_30_gen1_lower_handguard,Veles B-30 Gen 1 Lower,8,0.23,-10,-11,,,,,,,1500
,,kazarov_ak74_polymer_6p20_sb9_lower_handguard,Kazarov AK-74 Polymer 6P20 Sb.9,15,0.1,-7,-8,,,,,,,0
,,kazarov_ak100_series_polymer_railed_lower_handguard,Kazarov AK-100 series Polymer Railed,13,0.12,-5,-5,,,,,,,800
,,magtap_ak_moe_lower_handguard,AK Magtap MOE,15,0.14,-3,-4,,,,,,,500
,,tdiarms_ak_x47_rail_system,TDI Arms X47 Rail System,6,0.36,-10,-13,,,,,,,2000
,,veles_b_10m_gen1_lower_handguard,Veles B-10M Gen 1 Lower,13,0.15,-6,-5,,,,,,,1000
,,veles_b_10l_sport_lower_handguard,"Veles B-10L ""Sport"" Lower",11,0.09,-7,-6,,,,,,,1100
,,northeast_industries_alpha_ak_series_6inch_mlok_lower_handguard,Northeast Industries ALPHA AK Series 6 Inch MLOK Lower,12,0.15,-8,-4,,,,,,,1200
,,northeast_industries_alpha_ak_series_10inch_mlok_lower_handguard,Northeast Industries ALPHA AK Series 10 Inch MLOK Lower,9,0.21,-11,-7,,,,,,,1600
,,was_woodworks_lower_ak_handguard_with_handstop,WAS Woodworks Lower AK w/ Handstop and MLOK,16,0.15,-8,-7,,,,,,,1000
,,tas_rs47_lower_handguard,TAS RS47 Lower,10,0.14,-7,-7,,,,,,,750
,zenitco_leader_kit,,,,,,,,,,,,,
,,veles_dl_leader_handguard_extension,"Veles DL ""Leader"" Handguard",0,0.07,-1,-1,,,,,,,600
,,veles_leader_insert_rail_handguard_extension,"Veles ""Leader"" Insert Rail",1,0.04,0,0,,,,,,,750
,,veles_leader_handstop,"Veles ""Leader""",6,0.02,0,-1,,,,,,,200
,ak_carbine_handguard,,,,,,,,,,,,,
,,kazarov_aks74u_wooden_6p26_sb6_lower_handguard,Kazarov AKS-74U Wooden 6P26 Sb.6,16,0.1,-6,-8,,,,,,,0
,,veles_b_11_lower_handguard,Veles B-11 Lower,13,0.12,-5,-6,,,,,,,1500
,,veles_b_11u_lower_handguard,Veles B-11U Lower,13,0.09,-5,-5,,,,,,,1750
,caa_rs47_handguard,,,,,,,,,,,,,
,,tas_rs47_upper_handguard,TAS RS47 Upper Handguard,0,0.07,-2,-1,,,,,,,200
,,tas_rs47_handguard_side_rails,TAS RS47 Side,1,0.05,,,,,,,,,0
,ak_handguard_alt,,,,,,,,,,,,,
,,kazarov_ak74_wooden_6p20_sb6_lower_handguard_alt,Kazarov AK-74 Wooden 6P20 Sb.6,15,0.12,-7,-9,,,,,,,0
,,kazarov_akm_wooden_6p1_sb6_1_lower_handguard_alt,Kazarov AKM Wooden 6P1 Sb.6-1,15,0.12,-7,-9,,,,,,,0
,,kazarov_ak74_polymer_6p20_sb9_lower_handguard_alt,Kazarov AK-74 Polymer 6P20 Sb.9,15,0.1,-7,-8,,,,,,,0
,,kazarov_ak100_series_polymer_railed_lower_handguard_alt,Kazarov AK-100 series Polymer Railed,13,0.12,-5,-5,,,,,,,800
,,caf_wasr_10_63_wooden_bottom_handguard_alt,Wooden CAF WASR 10-63 Bottom,13,0.2,-9,-12,,,,,,,300
,,tdiarms_ak_akm_l_lower_handguard_alt,TDI Arms AKM-L,12,0.09,-6,-5,,,,,,,1000
,,magtap_ak_zhukov_u_lower_handguard_alt,AK Magtap ZHUKOV-U,16,0.3,-4,-6,,,,,,,1500
,,magtap_ak_moe_lower_handguard_alt,AK Magtap MOE,15,0.14,-3,-4,,,,,,,500
,,kazarov_ak74_polymer_6p20_sb9_upper_handguard,Kazarov AK-74 Polymer 6P20 Sb.9,0,0.04,-1,-1,,,,,,,300
,,was_woodworks_lower_ak_handguard_with_handstop_alt,WAS Woodworks Lower w/ Handstop and MLOK,16,0.15,-8,-7,,,,,,,1000
,,veles_b_10m_gen1_lower_handguard_alt,Veles B-10M Gen 1 Lower,13,0.15,-6,-5,,,,,,,1000
,,veles_b_10l_sport_lower_handguard_alt,"Veles B-10L ""Sport"" Lower",11,0.09,-7,-6,,,,,,,1100
,,tas_rs47_lower_handguard_alt,TAS RS47 Lower,10,0.14,-7,-7,,,,,,,750
,zenitco_rail_extension,,,,,,,,,,,,,
,,veles_dl_2_gen2_sport_handguard_extension,"Veles DL-2 Gen2 ""Sport"" Handguard",0,0.05,0,-1,,,,,,,600
,ak_magwell,,,,,,,,,,,,,
,,iron_claw_tactical_gen2_ak_magwell_system,Iron Claw Tactical Gen2 AK,2,0.08,,,,,,,,,1000
,mp133_barrel,,,,,,,,,,,,,
,,mp_133_510mm_rib_barrel,510mm Rib,2,0.66,0,0,,0.05,0,170,-0.05,,1000
,,mp_133_540mm_barrel,540mm,0,0.69,-1,-1,,0,0.02,192,-0.1,,1100
,,mp_133_540mm_rib_barrel,540mm Rib,1,0.71,-1,-1,,0,0.02,192,-0.1,,1100
,,mp_133_610mm_barrel,610mm,-1.5,0.76,-3,-3,,-0.05,0.05,240,-0.15,,1300
,,mp_133_610mm_rib_barrel,610mm Rib,-1,0.78,-3,-3,,-0.05,0.05,240,-0.15,,1300
,,mp_133_660mm_barrel,660mm,-3.5,0.81,-4,-4,,-0.1,0.1,271,-0.2,,1400
,,mp_133_660mm_rib_barrel,660mm Rib,-3,0.83,-4,-4,,-0.1,0.1,271,-0.2,,1400
,,mp_133_710mm_barrel,710mm,-6.5,0.86,-6,-6,,-0.15,0.15,299,-0.25,,1500
,,mp_133_710mm_rib_barrel,710mm Rib,-6,0.88,-6,-6,,-0.15,0.15,299,-0.25,,1500
,,mp_133_750mm_rib_barrel,750mm Rib,-9.5,0.92,-7,-7,,-0.2,0.2,321,-0.3,,1600
,,mp_133_sawn_off_340mm_barrel,Sawn off 340mm,4,0.38,3,3,,0.2,-0.2,11,0.2,,1200
,,mp_133_510mm_barrel,510mm,1.5,0.64,0,0,,0.05,0,170,-0.05,,0
,,mp_133_750mm_barrel,750mm,-10,0.9,-7,-7,,-0.2,0.2,321,-0.3,,1600
,mp133_barrel_rib_mount,,,,,,,,,,,,,
,,etmi_019_rib_mount,ETMI-019,-2,0.05,,,,,,,,,500
,mp133_bolt,,,,,,,,,,,,,
,,mp133_bolt,MP-133 Std.,0,0.1,,,,,,,,,0
,mp133_mag_cap,,,,,,,,,,,,,
,,mp133_+2r_mag_ex,Baikal MP-133 +2R,9,0.07,,,,,,,,,600
,,mp153_4r_mag_cap,MP-153 4R Std.,12,0.03,,,,,,,,,0
,,mp133_+4r_mag_ex,Baikal MP-133 +4R,7,0.13,,,,,,,,,1200
,mp133_shell_feeder,,,,,,,,,,,,,
,,mp133_shell_feeder,MP-133 Std.,0,0.03,,,,,,,,,
,mp133_stock,,,,,,,,,,,,,
,,mp133_153_wooden_stock,MP-133/153 Wooden,21,0.38,-12,-13,,,,,,,0
,,mp133_153_plastic_stock,MP-133/153 Plastic,22,0.33,-9,-10,,,,,,,600
,,sigma_tek_plank,Sigma-Tek,-2,0.05,0,0,,,,,,,600
,,mp133_153_plastic_pistol_grip,MP-133/153 Plastic,14,0.07,5,5,,,,,,,1000
,mp133_handguard,,,,,,,,,,,,,
,,mp133_beechwood_handguard,MP-133 Beechwood,4,0.19,-4,-6,,,,,,,0
,,mp133_plastic_handguard,MP-133 Plastic,6,0.15,-3,-3,,,,,,,800
,mp133_receiver,,,,,,,,,,,,,
,,mp133_std_receiver,MP-133 Std.,0,1.29,0,0,,,,,,,0
,sanxian_qbz95_lower_receiver,,,,,,,,,,,,,
,,sanxian_qbz95_lower_receiver,Sanxian QBZ-95 Lower,,0.25,,,,,,,,,0
,sanxian_qbz95_rear_aperture,,,,,,,,,,,,,
,,sanxian_qbz95_rear_aperture,Sanxian QBZ-95 Rear Sight,1,0.01,,,,,,,,,
,sanxian_qbz95_upper_receiver,,,,,,,,,,,,,
,,sanxian_qbz95_upper_receiver,Sanxian QBZ-95 Upper,,0.3,,,,,,,,,0
,sanxian_qbz95_trigger,,,,,,,,,,,,,
,,sanxian_qbz95_trigger,Sanxian QBZ-95,,0.03,,,,,,,,,0
,,t97.ca_qbz95_trigger,T97.ca QBZ-95,0.5,0.04,,,,,,,,,0
,sanxian_qbz95_bolt,,,,,,,,,,,,,
,,sanxian_qbz95_bolt,Sanxian QBZ-95 5.8x42mm,,0.3,,,,,,,,,0
,sanxian_qbz95_carry_handle,,,,,,,,,,,,,
,,sanxian_qbz95_carry_handle,Sanxian QBZ-95,10,0.17,-1,-3,,,,,,,0
,,li_jiahao_acp95_top_rail_for_qbz,Li Jiahao designed ACP95 Top Rail for QBZ-95,8,0.24,-4,0,,,,,,,1000
,,schneider_defense_qbz95_long_bow_picatinny_carry_handle,Schneider Defense QBZ-95 Long Bow Picatinny Carry Handle,10,0.2,-2,-1,,,,,,,2000
,,schneider_defense_qbz95_long_bow_mlok_carry_handle,Schneider Defense QBZ-95 Long Bow MLOK Carry Handle,11,0.19,-2,,,,,,,,2000
,qbz_carryhandle_optic,,,,,,,,,,,,,
,,sanxian_qbz95_yma95_3x_scope,Sanxian YMA-95 QBZ-95 3X,-4,0.12,,,,,,,,,800
,,yma95_eye_cup,YMA-95 Scope,2,0.03,,,,,,,,,
,sanxian_qbz95_fire_selector,,,,,,,,,,,,,
,,sanxian_qbz95_fire_selector,Sanxian QBZ-95,,0.02,,,,,,,,,0
,,t97.ca_qbz95_fire_selector,T97.ca QBZ-95,0.5,0.03,,,,,,,,,0
,sanxian_qbz95_front_ironsight_post,,,,,,,,,,,,,
,,sanxian_qbz95_front_ironsight_post,Sanxian QBZ-95 Front Sight,1,0.01,,,,,,,,,0
,sanxian_qbz95_gasblock,,,,,,,,,,,,,
,,sanxian_qbz95_gasblock,Sanxian QBZ-95,,0.1,,,,,,,,,
,sanxian_qbz95_handguard_trigger_housing,,,,,,,,,,,,,
,,sanxian_qbz95_handguard_trigger_housing,Sanxian QBZ-95 Handguard,,0.3,,,,,,,,,0
,,t97.ca_qbz95_handguard_trigger_housing,T97.ca QBZ-95 Handguard,3,0.42,-3,-1,,,,,,,3000
,sanxian_qbz95_mag_release,,,,,,,,,,,,,
,,sanxian_qbz95_mag_release,Sanxian QBZ-95,,0.02,,,,,,,,,
,sanxian_qbz95_rear_ironsight_base,,,,,,,,,,,,,
,,sanxian_qbz95_rear_ironsight_base,Sanxian QBZ-95 Rear Ironsight,,0.03,,,,,,,,,0
,sanxian_qbz95_barrel,,,,,,,,,,,,,
,,sanxian_qbz95_463mm_barrel,Sanxian QBZ-95 463mm 5.8x42mm,,0.7,,,,,,,,,0
,acp95_mount_side_rails,,,,,,,,,,,,,
,,acp95_side_rail,ACP95 Side Rail,-0.5,0.03,0,0,,,,,,,0
,tt33_barrel,,,,,,,,,,,,,
,,tt33_116mm_barrel,TT33 116mm,0,0.16,-5,-5,,0,0,0,,,0
,,tt33_124mm_threaded_barrel,TT33 124mm Threaded,-1,0.17,-2,-4,,0.05,,30,,,2000
,tt33_barrel_bushing,,,,,,,,,,,,,
,,tt33_barrel_bushing,TT33,0,0.02,,,,,,,,,0
,,tt_pmlaser_dtk_compensator,TT PM-Laser DTK-TT,-1,0.05,-3,-10,,0,0,-100,,,500
,tt33_frame,,,,,,,,,,,,,
,,tt33_std_frame,TT33 Standard,0,0.3,,,,,,,,,0
,,tt33_std_frame_with_lanyard_loop,TT33 w/ Lanyard Loop,1,0.34,,,,,,,,,500
,tt33_grip,,,,,,,,,,,,,
,,add_ivory_lanyard_grip,ADD Ivory Lanyard,4,0.06,0,1,,,,,,,2000
,,razor_arms_g02,Razor Arms G02,6,0.08,1,2,,,,,,,1000
,,tt33_std_grip,TT33 Std.,3,0.06,,,,,,,,,0
,tt33_hammer,,,,,,,,,,,,,
,,tt33_hammer,TT33,0,0.03,,,,,,,,,0
,tt33_hammer_group,,,,,,,,,,,,,
,,tt33_hammer_group,TT33,0,0.04,,,,,,,,,0
,tt33_mag_bottomplate,,,,,,,,,,,,,
,,tt33_std_mag_btmplt,TT-33 Std. Mag,1,0.01,,,,,,,,,0
,,allpistolsprings_tt33_+1r_mag_extension,AllPistolSprings TT-33 (+1 Round),0,0.03,,,1,,,,,,750
,tt33_mag_release,,,,,,,,,,,,,
,,tt33_mag_release,TT33,0,0.01,,,,,,,,,0
,tt33_slide,,,,,,,,,,,,,
,,tt33_postwar_slide,TT33 Post-war 1949,1,0.16,0,0.5,,,,,,,0
,,tt33_prewar_slide,TT33 Pre-war 1935,0,0.15,0,0,,,,,,,0
,,tt33_mod_postwar_slide,TT33 Modified Full-Auto Post-war 1949,0,0.16,7,10,,0.1,,,,,4000
,tt33_slide_catch,,,,,,,,,,,,,
,,tt33_slide_catch,TT33,0,0.01,,,,,,,,,0
,tt33_trigger,,,,,,,,,,,,,
,,tt33_trigger,TT33,0,0.02,,,,,,,,,0
,tt33_underbarrel,,,,,,,,,,,,,
,,3d_printed_triggerguard_rail_mount,3D Printed Trigger Guard,-1,0.03,,,,,,,,,800
,,tt_virginia_gear_tactical_lam_module_tt33,TT Virginia Gear Tactical Precision LAM-module,-2,0.08,,,,,,,,,600
,tt33_upper_rail_adapter,,,,,,,,,,,,,
,,tt_c_optic_rail,TT-C Optic,-0.5,0.04,,,,,,,,,1000
,pm_makarov_mag_bottomplate,,,,,,,,,,,,,
,,izhevsk_pm_mag_bottomplate,Izhevsk PM Magazine,0,0.01,,,,,,,,,0
,,fireline_+2r_ext_pm_mag_plate,FireLine PM Makarov (+2 Round),-2,0.04,,,2,,,,,,1000
,makarov_lower_receiver,,,,,,,,,,,,,
,,izhevsk_pm_9x18_std_frame,Izhevsk PM 9x18 Standard Frame,0,0.2,,,,,,,,,0
,makarov_pistol_grip,,,,,,,,,,,,,
,,izhevsk_pm_bakelite_grip,Izhevsk PM Bakelite,0,0.06,0,0,,,,,,,0
,,pro_tactical_pm_g_pistol_grip,P.R.O Tactical PM-G,2,0.12,-1,-1,,,,,,,1000
,,truelock_custom_pm_tactic_kit_pistol_grip,TrueLock Custom PM Tactic Kit,1,0.21,-2,-2,,,,,,,2000
,,khorovod_pm_pistol_grip,Khorovod PM,3,0.11,0,0,,,,,,,800
,,pm_laser_ltsu_pm_laser,PM-Laser LTsU PM Laser,2,0.15,0,-2,,,,,,,1500
,makarov_slide,,,,,,,,,,,,,
,,izhevsk_pm_9x18_std_slide,Izhevsk PM 9x18 Standard,0,0.1,,,,,,,,,0
,makarov_barrel,,,,,,,,,,,,,
,,izhevsk_pm_9x18_94mm_barrel,Izhevsk PM 9x18 94mm,0,0.15,0,0,,0,0,0,,,0
,,hahn_precision_works_pm_9x18_110mm_threaded_barrel,Hahn Precision Works PM 9x18 110mm Threaded,-2,0.18,2,1,,0.08,0,32,,,1000
,makarov_parts,,,,,,,,,,,,,
,,izhevsk_pm_mag_release_spring,Izhevsk PM Standard,,0.01,,,,,,,,,0
,,izhevsk_pm_std_hammer,Izhevsk PM Standard,,0.01,,,,,,,,,0
,,izhevsk_pm_spring_retainer,Izhevsk PM Standard,,0.01,,,,,,,,,0
,,izhevsk_pm_trigger_connect,Izhevsk PM Trigger Connect,,0.01,,,,,,,,,0
,,izhevsk_pm_std_slide_stop,Izhevsk PM Standard,,0.01,,,,,,,,,0
,,izhevsk_pm_std_9x18_ejector,Izhevsk PM Standard 9x18,,0.01,,,,,,,,,0
,,izhevsk_pm_std_safety,Izhevsk PM Standard,,0.01,,,,,,,,,0
,,izhevsk_pm_9x18_firing_pin,Izhevsk PM 9x18,,0.01,,,,,,,,,0
,,izhevsk_pm_trigger_guard,Izhevsk PM,,0.01,,,,,,,,,0
,makarov_trigger,,,,,,,,,,,,,
,,izhevsk_pm_std_trigger,Izhevsk PM Standard,,0.01,,,,,,,,,0
,,fireline_pm_straight_trigger,FireLine PM Straight,1,0.03,,1,,,,,,0.05,300
,makarov_rear_sight,,,,,,,,,,,,,
,,izhevsk_pm_std_rear_sight,Izhevsk PM Standard,1,0.01,,,,,,,,,0
,,rtm_pm1_makarov_rear_sight,RTM PM-1 Makarov,1,0.03,,,,,,,,,500
,makarov_laser,,,,,,,,,,,,,
,,est_pm_laser_sight,EST PM-Laser,-1,0.04,,,,,,,,,700
,glock_slide,,,,,,,,,,,,,
,,glock17_gen4_slide,Glock 17 Gen4 Slide,3,0.19,-2,-3,,,,,,,600
,,glock17_gen5_early_slide,Glock 17 Gen5 Slide,2,0.18,-3,-4,,,,,,,0
,,glock17l_slide,Glock 17L Slide,2,0.21,-4,-5,,,,,,,1500
,,glock17_gen5_mos_slide,Glock17 Gen5 MOS Slide,1,0.17,-3,-4,,,,,,,1500
,,glock17_gen4_mos_slide,Glock17 Gen4 MOS Slide,2,0.16,-2,-3,,,,,,,1200
,,zevtech_z17_cryo_rmr_cut_g17_gen5_slide,Zevtech Z17 Cryo RMR Cut Glock 17 Gen5 Slide,2,0.15,-3,-2,,,,,,,2000
,glock_mos,,,,,,,,,,,,,
,,glock17_slide_mos_plate,Glock 17 Slide MOS Plate,0,0.03,,,,,,,,,0
,,glock_mos_02_adapter_plate,Glock MOS 02 Adapter Plate,0,0.02,,,,,,,,,300
,,glock_mos_04_adapter_plate,Glock MOS 04 Adapter Plate,0,0.02,,,,,,,,,300
,,zvetech_pf940_slide_cover,Zvetech PF940 Slide,0,0.02,,,,,,,,,0
,,azimuth_acro_glock_mos_adapter_plate,azimuth ACRO Glock MOS Adapter Plate,0,0.02,,,,,,,,,500
,glock_sear,,,,,,,,,,,,,
,,glock17_auto_sear,Glock 17 Auto Sear,-3,0.05,5,12,,0.1,,,,,10000
,glock_slide_backplate,,,,,,,,,,,,,
,,glock17_slide_backplate,Glock 17 Slide Backplate,0,0.01,,,,,,,,,0
,,zevtech_g17_slide_backplate,Zevtech Glock 17 Blackplate,0,0.01,,,,,,,,,100
,glock_17r_mag_plate,,,,,,,,,,,,,
,,glock17_17r_magazine_bottom_plate,Glock 17R Magazine Bottom Plate,0,0.02,,,,,,,,,0
,,9x19_kriss_magex2_glock,9x19 KRISS MagEx2 For Glock (+23 Rounds),-8,0.3,,,23,,,,,,1000
,glock_lower_receiver,,,,,,,,,,,,,
,,glock17_gen4_receiver,Glock 17 Gen4 Receiver,13,0.13,-2,-9,,,,,,,1000
,,glock17_gen5_receiver,Glock 17 Gen5 Receiver,11,0.11,-3,-9,,,,,,,0
,glock_17_trigger,,,,,,,,,,,,,
,,glock17_gen5_trigger,Glock 17 Gen5 Trigger,0,0.02,,,,,,,,,0
,,glock17_gen5_trigger_safety,Glock 17 Gen5 Trigger Safety,1,0.01,,,,,,,,,0
,glock_17_ejector,,,,,,,,,,,,,
,,glock17_gen5_ejector,Glock 17 Gen5 Ejector,0,0.01,,,,,,,,,0
,glock_17_slide_release,,,,,,,,,,,,,
,,glock17_gen5_left_slide_release,Glock 17 Gen5 Left Slide Release,0,0.01,,,,,,,,,0
,,glock17_gen5_right_slide_release,Glock 17 Gen4 Right Slide Release,0,0.01,,,,,,,,,0
,glock_17_mag_release,,,,,,,,,,,,,
,,glock17_gen5_mag_release,Glock 17 Gen5 Magazine Release,0,0.01,,,,,,,,,0
,glock_mag_13r_45acp_plate,,,,,,,,,,,,,
,,45acp_kriss_magex2_pf940,.45 ACP KALIS MagEx2 For PF940 (+17 Rounds),-8,0.33,,,17,,,,,,1000
,,pf940_13r_plate,Magazine,0,0.02,,,,,,,,,0
,,vector_17r_plate,Magazine,0,0.02,,,0,,,,,,1000
,,9x19_kriss_magex2_vector,9x19 KALIS MagEx2 For PF940 (+23 Rounds),-8,0.3,,,23,,,,,,1000
,glock20_barrel,,,,,,,,,,,,,
,,glock20_std_117mm_barrel,Glock Standard 117mm,0,0.17,-5,-5,,0,0,0,,,0
,glock20_magazine_bottom_plate,,,,,,,,,,,,,
,,glock20_std_mag_bottom_plate,Glock Standard,1,0.015,,,,,,,,,0
,glock20_magazine_release,,,,,,,,,,,,,
,,glock20_std_magazine_release,Glock Standard,0,0,,,,,,,,,0
,glock20_receiver,,,,,,,,,,,,,
,,glock20_std_receiver,Glock 20 Factory,0,0,,,,,,,,,0
,glock20_slide,,,,,,,,,,,,,
,,glock20_std_slide,Glock 20 Factory,0,0.17,-1,-1,,,,,,,0
,glock20_slide_release,,,,,,,,,,,,,
,,glock20_std_slide_release,Glock Standard,0,0,,,,,,,,,0
,glock_adapter,,,,,,,,,,,,,
,,amp_1ts,AMP 1TS,-0.5,0.04,,,,,,,,,750
,,um_tactical_um_3_mount,UM3,-9,0.06,,,,,,,,,800
,,amp_1r,AMP 1R,-0.5,0.03,,,,,,,,,750
,,wasatch_arms_comp_weight_compensator_10mm,Wasatch Arms Comp Weight 10mm Compensator for Glock 20,-3,0.11,-5,-7,,0,0,-100,,,1000
,glock_underbarrel_picatinny,,,,,,,,,,,,,
,,rail,Additional attachment,0,0,,,,,,,,,0
,glock_barrel,,,,,,,,,,,,,
,,glock17_gen5_marksman_114mm_9x19_barrel,114mm,2,0.13,-9,-12,,0,0,-61,,,0
,,sai_match_threaded_9x19_barrel,SAI Match Threaded G17 9x19,0,0.13,-7,-10,,0.05,0,-57,,,1200
