name,pretty_name
5.56x45_magtap_pmag_aus_gen_m3_windowed_30r,Magtap PMAG AUS Gen M3 5.56x45 Windowed 30R
5.56x45_magtap_pmag_m3_40r,Magtap PMAG M3 5.56x45 40R
5.56x45_steyr_aug_austrian_10r,Löwenherz AUG A3 Austrian 5.56x45 10R
5.56x45_steyr_aug_austrian_42r,Löwenherz AUG A3 Austrian 5.56x45 42R
5.56x45_steyr_aug_austrian_30r,Löwenherz AUG A3 Austrian 5.56x45 30R
5.56x45_magtap_pmag_m3_30r,Magtap PMAG M3 5.56x45 30R
5.56x45_kf_416_gen_3_magazine,KF-416 30R Gen 3
5.56x45_hk_polymer_transparent_30r,Polymer 30R Transparent Mag
5.56x45_aft_30r,AF Tournai 30R
5.56x45_centrefire_mag560_60r_mag,Centrefire MAG560 60R
5.56x45_centrefire_mag5100_100r_mag,Centrefire MAG5100 100R
5.56x45_dragoon_systems_l5awm_gen2_30r_opaque_mag,Dragoon Systems L5AWM Gen2 Opaque 5.56x45 30R
5.56x45_dragoon_systems_l5awm_gen2_30r_translucent_mag,Dragoon Systems L5AWM Gen2 Translucent 5.56x45 30R
7.62x39_akms_aluminium_30r_mag,AKMS Aluminium 7.62x39 30R
7.62x39_kazarov_akm_6l10_30r_mag,Kazarov AKM 6L10 7.62x39 30R
7.62x39_magtap_pmag_akm_30r,Magtap PMAG AK/AKM 7.62x39 30R
7.62x39_promag_ak47_polymer_mag_30r,ProClip AK-47 7.62x39 Polymer 30R
7.62x39_promag_ak47_polymer_mag_40r,ProClip AK-47 7.62x39 Polymer 40R
7.62x39_kazarov_akm_ribbed_1955_30r_mag,Kazarov AKM Ribbed 1955 7.62x39 30R
7.62x39_ati_schmeisser_ak47_windowed_60r_mag,ATI Schmeisser AK47 Windowed 7.62x39 60R
7.62x39_rwb_ak47_75r_drum_mag,RWB AK47 7.62x39 75R Drum
7.62x39_rwb_ak47_100r_drum_mag,RWB AK47 7.62x39 100R Drum
7.62x51_kazarov_group_ak308_20r_mag,Kazarov Group 7.62x51 AK-308 20R
springfield_armory_m14_7.62x51_modified_30r_mag,Springfield Armory M14/M1A 7.62x51 Modified 30R
springfield_armory_m14_7.62x51_modified_20r_mag,Springfield Armory M14/M1A 7.62x51 Modified 20R
sgm_tactical_saiga308_15r_mag,SGM Tactical Saiga .308 15R
sgm_tactical_saiga308_20r_mag,SGM Tactical Saiga .308 20R
sgm_tactical_saiga308_25r_mag,SGM Tactical Saiga .308 25R
sgm_tactical_saiga308_10r_mag,SGM Tactical Saiga .308 10R
sgm_tactical_saiga308_3r_mag,SGM Tactical Saiga .308 3R
sgm_tactical_saiga308_5r_mag,SGM Tactical Saiga .308 5R
promag_saiga308_sai_a5_polymer_mag_24r,ProClip Saiga 308 7.62x51 SAI-A5 Polymer 24R
nbs_ar15_9x19_hart_mag_adapter,NBS AR-15 9x19 Hart
hart_32rd,Hart 9x19 32rnd
evermag_hart_ar9_20r_mag,EVERMAG Hart AR-9 20Rnd
evermag_hart_ar9_10r_mag,EVERMAG Hart AR-9 10Rnd
tyler_freelance_hart_smg_10r_mag_extension,Tyler Freelance Hart SMG 10R Mag Extension
custom_hart_smg_9x19_50r_extension,Custom Hart SMG 9x19 50R Extension
custom_hart_smg_mag_coupler,Custom Hart SMG 9x19
tt33_std_8rnd,TT-33 Std. Single Stack 8R
tt33_extended_16r_mag,TT-33 Custom Welded Single Stack Extended 16R
custom_pm_ppsh_9x18_84r_drum_mag,Custom PM/PPSH 9x18 84R Drum
izhevsk_pm_9x18_8r_magazine,Izhevsk PM 9x18 8R
whitner_defense_edc_x9_18r_magazine,Whitner Defense EDC X9 Std. 18r
whitner_defense_edc_x9_15r_magazine,Whitner Defense EDC X9 Std. 15r
whitner_defense_edc_x9_10r_magazine,Whitner Defense EDC X9 Std. 10r
pf940_9x19_stick_31r_magazine,PF940 17 31R 9x19 Stick
pf940_gen5_9x19_17r_magazine,PF940 17 Gen5 17R 9x19
sgm_tactical_pf940_9x19_50r_drum_magazine,SGM Tactical PF940 17 50R 9x19 Drum
hk_ump9_9x19_30r_mag,UMC-9 9x19 30R
dragoon_systems_lsx_2rnd_extension,Dragoon Systems LSX +2
dragoon_systems_lsx_3rnd_extension,Dragoon Systems LSX +3
dragoon_systems_lsx_4rnd_extension,Dragoon Systems LSX +4
dragoon_systems_lsx_5rnd_extension,Dragoon Systems LSX +5
dragoon_systems_lsx_6rnd_extension,Dragoon Systems LSX +6
dragoon_systems_lsx_7rnd_extension,Dragoon Systems LSX +7
dragoon_systems_lsx_8rnd_extension,Dragoon Systems LSX +8
r870_4rnd_extension,Roosevelt +4
r870_std_4r_mag_cap,Roosevelt 870 4R
r870_2rnd_extension,Roosevelt +2
5.45x39_6l26,6L26
5.45x39_6l31,6L31
5.45x39_rpk16_mag,RPK 16 95R
5.45x39_saiga10r,Saiga 5.45 10R
5.45x39_romanian30r,Romanian Steel 30R
kazarov_ak74_5.45x39_6l20_30r_mag,Kazarov AK-74 Bakelite 6L20
kuvalda_rpk_5.45x39_6l18_45r_mag,Kuvalda 5.45x39 AK74/RPK 6L18 45R
5.45x39_magtap_pmag_ak74_30r,Magtap PMAG 5.45x39 30R
kazarov_ak74m_5.45x39_6l23_30r_mag,Kazarov AK-74M Plastic 6L23
5.45x39_kazarov_ak12_magazine_30r,Kazarov AK-12 Windowed Polymer 30R
scrubs_outdoors_roosevelt_700_.308_5r_mag,Scrubs' Outdoors .308 5R
magtap_pmag_ac_5r,Magtap PMAG AC .308 5R
magtap_pmag_ac_10r,Magtap PMAG AC .308 10R
scrubs_outdoors_roosevelt_700_.308_10r_mag,Scrubs' Outdoors .308 10R
7.62x54_promag_10r,ProClip AA762R 02 10R
7.62x54_promag_5r,ProClip AA762R 01 5R
7.62x54_mosin_5r,Mosin Standard 5R
hk_mp5_std_curved_30r_9x19_magazine,MPi-54 Std. Curved 9x19 30R Mag
hk_mp5_straight_30r_9x19_magazine,MPi-54 Straight 9x19 30R Mag
cartesia_productions_mp5_50r_9x19_drum,Cartesia Productions MPi-54 9x19 50R Drum
hk_mp5_std_mag_plate,MPi-54 Std. Curved Mag
kazarov_pp-19-01_vityaz_9x19_30r_mag,Kazarov PP-19-01 Vityaz 9x19 30R
kazarov_saiga_9_9x19_pinned_10r_mag,Kazarov Saiga-9 9x19 Pinned 10R
kalashnikov_usa_kp9_9x19_50r_drum_mag,Kazarov USA KP9 9x19 50R Drum
kazarov_pp-19-01_mag_bottom_plate,Kazarov PP-19-01
hk_ump45_45acp_25r_mag,UMC45 .45 ACP 25R
magazine_5.8x42mm_qbz95,Sanxian QBZ-95 5.8x42mm 30R
steyr_aug_para_mp88_9x19_25r_mag,Löwenherz AUG MP88 9x19 25R
steyr_mpi_69_81_9x19_32r_mag,Löwenherz MPi 69/81 9x19 32R
roch_custom_steyr_aug_9x19_40r_mag,Roch Custom Löwenherz AUG Para 9x19 40R
rsa_sa58_fal_metric_magazine_5r,RSA FAL SA-58 U.S. Made Metric 5R
rsa_sa58_fal_metric_magazine_10r,RSA FAL SA-58 U.S. Made Metric 10R
rsa_sa58_fal_metric_magazine_20r,RSA FAL SA-58 U.S. Made Metric 20R
rsa_sa58_fal_metric_magazine_30r,RSA FAL SA-58 U.S. Made Metric 30R
rsa_sa58_fal_metric_polymer_magazine_10r,RSA FAL SA-58 U.S. Made Polymer Metric 10R
rsa_sa58_fal_metric_polymer_magazine_20r,RSA FAL SA-58 U.S. Made Polymer Metric 20R
enfield_l1a1_slr_pattern_mag_30r,Sheffield L4 Pattern 30R
nm_fal_polymer_mag_20r,Noah Magazines Polymer 20R
cartesia_productions_x_fal_drum_mag_50r,Cartesia Productions X-FAL .308 50R Drum
promag_scar17_7.62x51_50r_drum,ProClip AF Tournai 17 .308 50R Drum
aft_mk_17_7.62x51_10r,AFT MK-17 7.62x51 NATO 10R
carpe_diem_industries_scar_7.62x51_polymer_15r,Carpe Diem Industries SCAR-H 7.62x51 Polymer 15R
carpe_diem_industries_scar_7.62x51_polymer_20r,Carpe Diem Industries SCAR-H 7.62x51 Polymer 20R
carpe_diem_industries_scar_7.62x51_polymer_30r,Carpe Diem Industries SCAR-H 7.62x51 Polymer 30R
carpe_diem_industries_scar_7.62x51_polymer_10r,Carpe Diem Industries SCAR-H 7.62x51 Polymer 10R
aft_mk_17_7.62x51_20r,AFT MK-17 7.62x51 NATO 20R
cartesia_productions_x25_7.62x51_drum_50r,Cartesia Productions X-25 .308 50R Drum
magtap_pmag_d50_lr_sr_gen_m3_7.62x51_50r,Magtap PMAG D-50 LR/SR Gen M3 .308 50R Drum
dragoon_systems_l7awm_translucent_7.62x51_25r,Dragoon Systems L7AWM Translucent 7.62x51 25R
dragoon_systems_l7awm_7.62x51_25r,Dragoon Systems L7AWM 7.62x51 25R
dragoon_systems_l7awm_translucent_7.62x51_20r,Dragoon Systems L7AWM Translucent 7.62x51 20R
dragoon_systems_l7awm_7.62x51_20r,Dragoon Systems L7AWM 7.62x51 20R
magtap_223_mag_assist_l7awm,Magtap 223
9x19_sgmt_drum50r_vector,SGMT 9x19 50R Drum
9x19_pf940_std_17r_vector,PF940 9x19 17R
hk_g3_std_20r_magazine,KG-31 Standard 20R
custom_g3_welded_30r_magazine,Custom KG-31 Welded 30R
hk_g3_10r_magazine,KG-31 Steel 10R
agr_870_protection_cap,AGR 870
agr_870_buffer_tube,AGR-870
r870_325mm_sawn_off,Sawn Off Smoothbore 325mm
r870_325mm_sawn_off_vent_ribs,Sawn Off 325mm Smoothbore With Vent Ribs
r870_508mm,Roosevelt 508mm Smoothbore
r870_660mm_barrel_vent_ribs,Roosevelt 660mm Smoothbore With Vent Ribs
r870_711mm_barrel_vent_ribs,Roosevelt 711mm Smoothbore With Vent Ribs
r870_762mm_barrel_vent_ribs,Roosevelt 762mm Smoothbore With Vent Ribs
r870_864mm_barrel_vent_ribs,Roosevelt 864mm Smoothbore With Vent Ribs
r870_211mm_sawn_off,Sawn Off Smoothbore 211mm
r870_508mm_fixed_sight,Roosevelt 508mm Smoothbore With Fixed Sight
wesson_slug_610mm_cantilever,Wesson's Slug 610mm w/ cantilever
r870_std_front_sight,Roosevelt Standard Barrel
r870_std_bolt,Standard
r870_speedfeed_handguard,Roosevelt SpeedFeed
r870_magtap_moe_handguard,Magtap MOE Rem870
pro_tactical_pr870_handguard,P.R.O Tactical PR870
r870_std_receiver,Standard Roosevelt Model 870
r870_serbu_shorty_receiver,Roosevelt Tampa Shorty
roosevelt_870_mod_rmp3_receiver,Roosevelt Model 870 Mod. RMP3 Dovetail
r870_shell_carrier,Roosevelt Standard
r870_shell_extractor,Roosevelt Standard
r870_shorty_std_bolt,Roosevelt Shortened Tampa
r870_earthquake_raptor_pistol_grip,Earthquake Raptor Rem870
r870_sps_polymer_stock,Roosevelt SPS Polymer
r870_mesa_tactical_leo_stock_adapter,Canyon Tactical Roosevelt 870 LEO
agr_870_pistol_grip,P.R.O Tactical AGR-870
magtap_moe_870_sga_polymer_stock,Magtap MOE 870 SGA Polymer
asm_1_mount,Optech ASM-1
hg_shortrail_ghost_ring_rear_sight,HG Shortrail Ghost Ring
leopard_atg_pro_mtu_028sg_mount,Leopard ATG PRO MTU-028SG
r870_std_trigger,Roosevelt 870 Standard
r870_std_rear_sight,Roosevelt Standard Barrel
pro_tactical_ak74_pdc_dust_cover,FAB Defence AK74 PDC
kazarov_ak74m_6p34_01_dust_cover,Kazarov AK-74M 6P34 0-1
kazarov_ak74_6p1_01_dust_cover,Kazarov AK-74 6P1 0-1
veles_b_33_ak_dust_cover,Veles B-33 AK
akademia_bastion_dust_cover,AKademia bastion
northeast_industries_alpha_ak_series_railed_top_cover,Northeast Industries ALPHA AK Series Railed Top Cover
kazarov_aks74u_6p26_sb7_dust_cover,Kazarov AKS-74U 6P26 Sb.7
fireline_pilgrim_aksu_dust_cover,FireLine Pilgrim AKSU Railed
scout_scopes_ak_drop_on_rail,Scout Scopes AK
si_ak_drop_on_rail,Smite Industries AK
kazarov_ak74_6p1_sb2_rear_sight,Kazarov AK-74 6P1 Sb.2
kazarov_aks74u_rear_sight,Kazarov AKS-74U
kazarov_ak74_rear_sight_block,Kazarov AK-74
kazarov_akm_rear_sight_block,Kazarov AKM
rs_regulate_bm_1_akm_spec_.59_accessory_mount,RS Regulate BM-1 AKM Spec .59 Accessory
adron_kobra_ekp_8_02_mount,Adron Kobra EKP-8-02 Dovetail
veles_chelomo_dovetail_mount_pkas,Veles ChelOMO PK-AS
priceli_narod_okp_7_dovetail,Priceli Narod OKP-7
veles_b_13_klassika_dovetail_mount,"Veles B-13 ""Klassika"""
npz_1p78_1_dovetail_mount,NPZ 1P78-1 Dovetail
npz_1p78_kashtan_s3_1_dovetail_mount,NPZ 1P78 Kashtan S3-1 Dovetail
rs_regulate_ak_303m_full_length_lower_mount,RS Regulate AK-303M Full Length Lower
rs_regulate_ak_301m_front_biased_lower_mount,RS Regulate AK-301M Front Biased Lower
npz_pk1_1p63_obzor,NPZ PK-1 1X (1P63) Obzor
npz_po1x20_1p76_rakurs_a,NPZ PO 1X20 (1P76) Rakurs-A
npz_po1x20_rakurs_pm,NPZ PO1X20 Rakurs-PM
adron_cobra_mount,Adron Cobra
npz_usp_1_4x_1p29_tulip,NPZ USP-1 4X (1P29) Tulip
veles_chelomo_pso1,Veles ChelOMO PSO-1 4x24
sag_bit_low_profile_dovetail_mount,SAG Bit Low Profile Dovetail Mount
geiss_zfk_4x25_scope,Geiss ZFK 4x25 Scope
chelomo_pk_a_1x20_dovetail_scope,ChelOMO PK-A 1x20 Scope
npz_nspu_m_3.5x_1pn58,NPZ NSPU-M 3.5x (1PN58)
kazarov_akm_6p1_sb1_2_gastube,Kazarov AKM 6P1 Sb.1-2
ultimak_m1_b_gastube,UltiMAK M1-B
kazarov_ak74_6p20_sb1_2_gastube,Kazarov AK-74 6P20 Sb.1-2
kazarov_aks74u_6p26_sb1_2_gastube,Kazarov AKS-74U 6P26 Sb.1-2
kazarov_ak74_gastube_retainer,Kazarov AK-74
kazarov_akm_gastube_retainer,Kazarov AKM
kazarov_ak74_spring_retainer,Kazarov AK-74
kazarov_akm_spring_retainer,Kazarov AKM
kazarov_ak100_series_spring_retainer,Kazarov AK-100 series
kazarov_aks74_spring_retainer,Kazarov AKS-74
fireline_pilgrim_aksu_spring_retainer,FireLine Pilgrim AKSU
archient_technologies_elysium_addon_module,Archient Technologies Elysium Addon Module
archient_technologies_ak_gastube_mount_type1,Archient Technologies AK Gastube Type 1
archient_technologies_ak_gastube_mount_type2,Archient Technologies AK Gastube Type 2
archient_technologies_elysium_flashlight_module,Archient Technologies Elysium Flashlight
archient_technologies_elysium_laser_module,Archient Technologies Elysium Laser
ak12_std_415mm_barrel,AK-12 415mm 5.45x39
kazarov_group_std_rpk16_559mm_barrel,Kazarov Group RPK-16 559mm 5.45x39
kazarov_group_ak12k_314mm_barrel,Kazarov Group AK-12K 314mm 5.45x39
ak12_std_5.45x39_bolt,AK-12 5.45x39
ak12_gen2_dustcover,Kazarov Group AK-12 Gen2
ak12_gen1_dustcover,Kazarov Group AK-12 Gen1
kazarov_group_ak12_gen1_rear_sight,Kazarov Group AK-12 Gen1
ak12_std_fire_selector,AK-12 Std.
ak12_gen2_pistol_grip,Kazarov Group AK-12 Gen 2
ak12_gen2_stock,Kazarov Group AK-12 Gen 2
kazarov_group_rpl_20_stock,Kazarov Group RPL-20
kazarov_group_ak12_gen3_stock_cheekpad,Kazarov Group AK-12 Gen 3 Cheek Pad
kazarov_group_ak12_gen3_stock_cheekpad_extended,Kazarov Group AK-12 Gen 3 Cheek Pad Extended
rpl_20_cheek_pad_high,RPL-20 Cheek Pad High
rpl_20_cheek_pad_low,RPL-20 Cheek Pad Low
ak12_std_lower_handguard,Kazarov Group AK-12 Std.
lac_akvilon15,L.A.C. Akvilon-15
kazarov_group_rpk16_handguard,Kazarov Group RPK-16 Std.
russian_tuning_ak12_megatron_handguard,Russian Tuning AK-12 Megatron
ak12_gen2_lower_receiver,Kazarov Group AK-12 Gen 2
ak12_gen1_lower_receiver,Kazarov Group AK-12 Gen 1
ak12_std_upper_handguard,Kazarov Group AK-12 Std.
kazarov_group_ak12_std_handguard_side_rail,Kazarov Group AK-12 Std. Side Rail
ak308_std_415mm_barrel,AK-308 415mm 7.62x51
custom_ak308_7.62x51_415mm_threaded_barrel,Custom AK-308 415mm Threaded 7.62x51
ak308_std_7.62x51_bolt,AK-308 7.62x51 NATO
ak308_gen2_lower_receiver,Kazarov Group AK-308 Gen 2
ak308_gen1_lower_receiver,Kazarov Group AK-308 Gen 1
kazarov_ak74_5.45x39_bolt,Kazarov AK-74
kazarov_ak74_5.45x39_bolt_carrier,Kazarov AK-74
kazarov_ak74_bolt_piston,Kazarov AK-74
kazarov_ak74_front_trunnion,Kazarov AK-74
kazarov_ak_front_sight_post,Kazarov AK
kazarov_ak74_front_sight_block,Kazarov AK-74
kazarov_ak74m_front_sight_block,Kazarov AK-74M
kazarov_ak74_trigger,Kazarov AK-74
kazarov_ak74_trigger_guard,Kazarov AK-74
veles_rp1_ak_charging_handle,Veles RP-1
tss_custom_ak_bolt_on_oversize_gen3_charging_handle,TSS Custom AK Bolt-On Oversize Gen3
kazarov_ak74_415mm_5.45x39_barrel,Kazarov AK-74 415mm 5.45x39
kazarov_ak74_gasblock,Kazarov AK-74
kazarov_ak105_gasblock,Kazarov AK-105
kazarov_ak105_314mm_5.45x39_barrel,Kazarov AK-105 314mm 5.45x39
kazarov_ak100_series_front_trunnion,Kazarov AK-100 series
kazarov_ak100_series_rear_trunnion,Kazarov AK-100 series
kazarov_aks74u_6p26_sb5_skeletonized_stock,Kazarov AKS-74U 6P26 Sb.5 Folding Skeletonized
kazarov_ak74m_polymer_6p34_sb15,Kazarov AK-74M Polymer 6P34 Sb.15 Folding
kazarov_pp-19-01_vityaz_folding_stock,Kazarov PP-19-01 Vityaz Folding
veles_ak74m/ak100_pt_lock,Veles AK74M/AK100 PT Lock
ak12_gen1_buffer_tube,Kazarov Group AK-12 Gen 1
tas_aksfsa_ak74m/ak100_buffer_tube,TAS AKSFSA AK74M/AK100 Buffer Tube
magtap_zhukov_s_hinge_part,Magtap ZHUKOV-S Hinge Part
kazarov_ak_cleaning_rod,Kazarov AK-74
kazarov_ak_short_cleaning_rod,Kazarov AK-105
kazarov_ak74_lower_receiver,Kazarov AK-74
kazarov_ak100_series_lower_receiver,Kazarov AK-100 series
kazarov_ak74_mag_release,Kazarov AK-74
gdr_zvn_64_night_front_sight,German Democratic Republic ZVN-64 Front Night Shooting
gdr_zvn_64_night_rear_sight_ak74,German Democratic Republic ZVN-64 Rear Night Shooting
gdr_zvn_64_night_rear_sight_akm,German Democratic Republic ZVN-64 Rear Night Shooting
kazarov_akm_415mm_7.62x39_barrel,Kazarov AKM 415mm 7.62x39
kazarov_akm_gasblock,Kazarov AKM
kazarov_akm_front_sight_block,Kazarov AKM
kazarov_akm_7.62x39_bolt,Kazarov AKM
kazarov_akm_7.62x39_bolt_carrier,Kazarov AKM
kazarov_akm_bolt_piston,Kazarov AKM
kazarov_akm_lower_receiver,Kazarov AKM
kazarov_akm_mag_release,Kazarov AKM
kazarov_akm_trigger,Kazarov AKM
kazarov_akm_trigger_guard,Kazarov AKM
kazarov_akm_front_trunnion,Kazarov AKM
kazarov_rmp3_dovetail_mount,Kazarov RMP-3 Dovetail
kazarov_rmp5_dovetail_mount,Kazarov RMP-5 Dovetail
kazarov_74m_p_dovetail_mount,Kazarov 74M-P Dovetail
kazarov_ak74_fire_selector,Kazarov AK-74
retrospect_cnc_ak_model_a_fire_selector,Retrospect Modified CNC AK Model A
fireline_ak_enhanced_safety_fire_selector,FireLine AK Enhanced Safety
kazarov_aks74u_lower_receiver,Kazarov AKS-74U
kazarov_aks74u_210mm_5.45x39_barrel,Kazarov AKS-74U 210mm 5.45x39
kazarov_aks74u_5.45x39_bolt,Kazarov AKS-74U
kazarov_aks74u_5.45x39_bolt_carrier,Kazarov AKS-74U
kazarov_aks74u_bolt_piston,Kazarov AKS-74U
kazarov_aks74u_front_sight_post,Kazarov AKS-74U
kazarov_aks74u_front_sight_block,Kazarov AKS-74U
kazarov_aks74_front_trunnion,Kazarov AKS-74U
kazarov_aks74u_rear_sight_block,Kazarov AKS-74U
st_dpmn_fh,Sigma-Tek DPMN
st_dtkai_mb,Sigma-Tek DTK AK IPSC
st_dtm_fh,Sigma-Tek DPM
dtk_2,Veles Dtk-2
v762_vr04_mb,Vector VR-04
v762_vr05_mb,Vector VR-05
v762_vr05t_mb,Vector VR-05T
v762_vr10m_mb,Vector VR-10M
v762_vrdtl_fh,Vector VR-DTL
vs_05,VS-05
kazarov_ak105_6p44_020_compensator,Kazarov AK-105 6P44 0-20
kazarov_ak74m_6p20_020_compensator,Kazarov AK-74M 6P20 0-20
kazarov_ak74_6p20_020_compensator,Kazarov AK-74 6P20 0-20
kazarov_aks74u_5.45x39_6p26_020_muzzle_brake,Kazarov AKS-74U 5.45x39mm (6P26 0-20)
gt_24_1/2,Gryphon Tactical 24-1/2
i_24_14_ta,Infinite 24mm-1/2mm
tsniitochmash_pbs_4_5.45x39_suppressor,TochMash PBS-4 5.45x39
hexagon_545,Hex. Tactical 5.45
hexagon_dtkp_ak74_5.45x39_suppressor,Hex Tactical DTKP AK74 5.45x39
hexagon_dtkp_ak12_5.45x39_suppressor,Hex Tactical DTKP AK12 5.45x39
hexagon_dtkp_ak74_shortened_5.45x39_suppressor,Hex Tactical DTKP AK74 Shortened 5.45x39
hexagon_dtkp_ak12_shortened_5.45x39_suppressor,Hex Tactical DTKP AK12 Shortened 5.45x39
veles_dtk_1_muzzle_brake,Veles DTK-1
kazarov_ak74_wooden_6p20_sb6_upper_handguard,Kazarov AK-74 Wooden 6P20 Sb.6
kazarov_akm_wooden_6p1_sb6_1_upper_handguard,Kazarov AKM Wooden 6P1 Sb.6-1
caf_wasr_10_63_wooden_upper_piece,Wooden CAF WASR 10-63 Upper Piece
khyber_customs_swiss_cheese_grater,Khyber Customs Swiss Cheese Grater Upper Handguard
northeast_industries_ak74_gen1_railed_topcover,Northeast Industries AK74 Handguard Railed Top Cover
northeast_industries_ak74_gen1_t1_mount_topcover,Northeast Industries AK74 Handguard T1 Mount Top Cover
northeast_industries_ak74_gen1_30mm_topcover,Northeast Industries AK74 Handguard 30mm Mount Top Cover
magtap_ak_moe_top_cover,AK Magtap MOE
veles_b_31s_gen1_rail_mount,Veles B-31S Gen 1 Rail Mount
veles_b_19_rail_mount,Veles B-19 Rail Mount
veles_b_19n_rail_mount,Veles B-19N Rail Mount
veles_b_31_leader_rail_mount,"Veles ""Leader"" Rail Mount"
veles_b_32_klassika_rail_mount,"Veles B-32 Klassika Extra Long ""Space Blaster"" Rail Mount"
veles_b_31lv_sport_rail_mount,"Veles B-31LV ""Sport"" Rail Mount"
northeast_industries_alpha_ak_series_6inch_mlok_upper_handguard,Northeast Industries ALPHA AK Series 6 Inch MLOK Upper
northeast_industries_alpha_ak_series_10inch_mlok_upper_handguard,Northeast Industries ALPHA AK Series 10 Inch MLOK Upper
5.45_design_aggressor_ak_upper_handguard,"5.45 DESIGN ""Aggressor"" AK Upper Handguard"
5.45_design_aggressor_ak_handguard_rails,"5.45 DESIGN ""Aggressor"" AK Handguard"
kazarov_aks74u_wooden_6p26_sb6_upper_handguard,Kazarov AKS-74U Wooden 6P26 Sb.6
veles_rk3_ak_pistol_grip,Veles RK-3 AK
ak12_gen1_pistol_grip,AK-12 Gen 1
kazarov_ak74_bakelite_6p4_sb8v,Kazarov AK-74 Bakelite 6p4 Sb.8v
ss_apex_ak_ar15_adapter,StarSurp APEX AK AR-15 Grip adapter
kazarov_ak74_polymer_6p1_sb8,Kazarov AK-74 Polymer 6p1 Sb.8
mg47,KGB MG-47
kazarov_pp-19-01_vityaz_pistol_grip,Kazarov PP-19-01 Vityaz Polymer
us_pine_ak_pistol_grip,US Pine AK
magtap_moe_k2_ak_pistol_grip,Magtap MOE-K2 AK
kazarov_ak_handguard_retainer,Kazarov AK-74
kazarov_aks74u_handguard_retainer,Kazarov AKS-74U
caf_wasr_10_63_wooden_bottom_handguard,Wooden CAF WASR 10-63 Bottom
tdiarms_ak_akm_l_lower_handguard,TDI Arms AKM-L
northeast_industries_ak74_extended_gen1_handguard,Northeast Industries AK74 Extended Gen 1
northeast_industries_ak74_gen1_handguard,Northeast Industries AK74 Gen 1
magtap_ak_zhukov_u_lower_handguard,AK Magtap ZHUKOV-U
5.45_design_aggressor_ak_lower_handguard,"5.45 DESIGN ""Aggressor"" AK Lower"
kazarov_ak74_wooden_6p20_sb6_lower_handguard,Kazarov AK-74 Wooden 6P20 Sb.6
kazarov_akm_wooden_6p1_sb6_1_lower_handguard,Kazarov AKM Wooden 6P1 Sb.6-1
veles_b_30_gen1_lower_handguard,Veles B-30 Gen 1 Lower
kazarov_ak74_polymer_6p20_sb9_lower_handguard,Kazarov AK-74 Polymer 6P20 Sb.9
kazarov_ak100_series_polymer_railed_lower_handguard,Kazarov AK-100 series Polymer Railed
magtap_ak_moe_lower_handguard,AK Magtap MOE
tdiarms_ak_x47_rail_system,TDI Arms X47 Rail System
veles_b_10m_gen1_lower_handguard,Veles B-10M Gen 1 Lower
veles_b_10l_sport_lower_handguard,"Veles B-10L ""Sport"" Lower"
northeast_industries_alpha_ak_series_6inch_mlok_lower_handguard,Northeast Industries ALPHA AK Series 6 Inch MLOK Lower
northeast_industries_alpha_ak_series_10inch_mlok_lower_handguard,Northeast Industries ALPHA AK Series 10 Inch MLOK Lower
was_woodworks_lower_ak_handguard_with_handstop,WAS Woodworks Lower AK w/ Handstop and MLOK
tas_rs47_lower_handguard,TAS RS47 Lower
veles_dl_leader_handguard_extension,"Veles DL ""Leader"" Handguard"
veles_leader_insert_rail_handguard_extension,"Veles ""Leader"" Insert Rail"
veles_leader_handstop,"Veles ""Leader"""
kazarov_aks74u_wooden_6p26_sb6_lower_handguard,Kazarov AKS-74U Wooden 6P26 Sb.6
veles_b_11_lower_handguard,Veles B-11 Lower
veles_b_11u_lower_handguard,Veles B-11U Lower
tas_rs47_upper_handguard,TAS RS47 Upper Handguard
tas_rs47_handguard_side_rails,TAS RS47 Side
kazarov_ak74_wooden_6p20_sb6_lower_handguard_alt,Kazarov AK-74 Wooden 6P20 Sb.6
kazarov_akm_wooden_6p1_sb6_1_lower_handguard_alt,Kazarov AKM Wooden 6P1 Sb.6-1
kazarov_ak74_polymer_6p20_sb9_lower_handguard_alt,Kazarov AK-74 Polymer 6P20 Sb.9
kazarov_ak100_series_polymer_railed_lower_handguard_alt,Kazarov AK-100 series Polymer Railed
caf_wasr_10_63_wooden_bottom_handguard_alt,Wooden CAF WASR 10-63 Bottom
tdiarms_ak_akm_l_lower_handguard_alt,TDI Arms AKM-L
magtap_ak_zhukov_u_lower_handguard_alt,AK Magtap ZHUKOV-U
magtap_ak_moe_lower_handguard_alt,AK Magtap MOE
kazarov_ak74_polymer_6p20_sb9_upper_handguard,Kazarov AK-74 Polymer 6P20 Sb.9
was_woodworks_lower_ak_handguard_with_handstop_alt,WAS Woodworks Lower w/ Handstop and MLOK
veles_b_10m_gen1_lower_handguard_alt,Veles B-10M Gen 1 Lower
veles_b_10l_sport_lower_handguard_alt,"Veles B-10L ""Sport"" Lower"
tas_rs47_lower_handguard_alt,TAS RS47 Lower
veles_dl_2_gen2_sport_handguard_extension,"Veles DL-2 Gen2 ""Sport"" Handguard"
iron_claw_tactical_gen2_ak_magwell_system,Iron Claw Tactical Gen2 AK
mp_133_510mm_rib_barrel,510mm Rib
mp_133_540mm_barrel,540mm
mp_133_540mm_rib_barrel,540mm Rib
mp_133_610mm_barrel,610mm
